"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_KW_DISEASE","Primary microcephaly","0.75%","6","244","37","4859","3.54e-2","4.60e-1","3.23","9.40e-1","4.48e-1","9.44e-3"
"UP_SEQ_FEATURE","PROPEP:Removed in mature form","2.36%","19","789","296","20675","3.55e-2","1.00e+0","1.68","1.00e+0","9.98e-1","1.95e-2"
"INTERPRO","P5C_Rdtase_cat_N","0.37%","3","802","8","20808","3.55e-2","1.00e+0","9.73","1.00e+0","9.94e-1","2.76e-3"
"UP_SEQ_FEATURE","DOMAIN:Collagen-like","0.62%","5","789","33","20675","3.57e-2","1.00e+0","3.97","1.00e+0","9.98e-1","7.81e-3"
"BIOCARTA","Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","0.50%","4","114","11","1622","3.60e-2","6.68e-1","5.17","9.98e-1","6.60e-1","5.19e-3"
"GOTERM_BP_DIRECT","protein retention in ER lumen","0.37%","3","760","8","19478","3.63e-2","8.96e-1","9.61","1.00e+0","8.88e-1","2.86e-3"
"GOTERM_BP_DIRECT","DNA strand elongation involved in DNA replication","0.37%","3","760","8","19478","3.63e-2","8.96e-1","9.61","1.00e+0","8.88e-1","2.86e-3"
"GOTERM_BP_DIRECT","positive regulation of attachment of mitotic spindle microtubules to kinetochore","0.37%","3","760","8","19478","3.63e-2","8.96e-1","9.61","1.00e+0","8.88e-1","2.86e-3"
"GOTERM_BP_DIRECT","protein localization to nuclear envelope","0.37%","3","760","8","19478","3.63e-2","8.96e-1","9.61","1.00e+0","8.88e-1","2.86e-3"
"UP_KW_MOLECULAR_FUNCTION","Growth factor","1.37%","11","474","132","11952","3.66e-2","6.49e-1","2.10","9.68e-1","6.49e-1","1.58e-2"
"KEGG_PATHWAY","Intestinal immune network for IgA production","0.87%","7","426","50","8534","3.67e-2","2.30e-1","2.80","1.00e+0","2.01e-1","1.14e-2"
"UP_KW_DOMAIN","Transit peptide","3.98%","32","556","584","14625","3.68e-2","2.67e-1","1.44","6.63e-1","2.58e-1","2.41e-2"
"GOTERM_MF_DIRECT","protease binding","1.24%","10","776","112","19253","3.69e-2","7.77e-1","2.22","1.00e+0","7.70e-1","1.50e-2"
"GOTERM_CC_DIRECT","microtubule","2.61%","21","791","342","20795","3.77e-2","2.50e-1","1.61","1.00e+0","2.27e-1","2.21e-2"
"UP_KW_CELLULAR_COMPONENT","Secreted","13.54%","109","748","2217","18049","3.77e-2","1.09e-1","1.19","8.65e-1","7.75e-2","3.06e-2"
"GOTERM_BP_DIRECT","cellular response to amino acid stimulus","0.87%","7","760","64","19478","3.81e-2","9.30e-1","2.80","1.00e+0","9.21e-1","1.21e-2"
"GOTERM_BP_DIRECT","regulation of mitochondrial membrane potential","0.62%","5","760","33","19478","3.82e-2","9.30e-1","3.88","1.00e+0","9.21e-1","8.55e-3"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase regulator activity","0.62%","5","776","32","19253","3.83e-2","7.93e-1","3.88","1.00e+0","7.86e-1","8.56e-3"
"UP_KW_MOLECULAR_FUNCTION","Protease","4.10%","33","474","585","11952","3.95e-2","6.49e-1","1.42","9.76e-1","6.49e-1","2.61e-2"
"INTERPRO","Sm_dom_euk/arc","0.50%","4","802","20","20808","3.98e-2","1.00e+0","5.19","1.00e+0","9.94e-1","6.48e-3"
"INTERPRO","SEA_dom_sf","0.50%","4","802","20","20808","3.98e-2","1.00e+0","5.19","1.00e+0","9.94e-1","6.48e-3"
"SMART","KAZAL","0.62%","5","424","33","10706","3.98e-2","1.00e+0","3.83","1.00e+0","1.00e+0","9.04e-3"
"UP_KW_BIOLOGICAL_PROCESS","Angiogenesis","1.49%","12","496","141","11523","4.04e-2","3.72e-1","1.98","9.95e-1","3.49e-1","1.85e-2"
"GOTERM_CC_DIRECT","kinesin complex","0.75%","6","791","50","20795","4.06e-2","2.67e-1","3.15","1.00e+0","2.42e-1","1.14e-2"
"GOTERM_BP_DIRECT","regulation of mitotic cell cycle","0.87%","7","760","65","19478","4.06e-2","9.81e-1","2.76","1.00e+0","9.72e-1","1.31e-2"
"UP_KW_PTM","ADP-ribosylation","1.61%","13","663","148","14316","4.18e-2","1.77e-1","1.90","7.10e-1","1.41e-1","2.00e-2"
"GOTERM_BP_DIRECT","response to testosterone","0.62%","5","760","34","19478","4.20e-2","9.94e-1","3.77","1.00e+0","9.85e-1","9.71e-3"
"GOTERM_BP_DIRECT","regulation of mitotic metaphase/anaphase transition","0.62%","5","760","34","19478","4.20e-2","9.94e-1","3.77","1.00e+0","9.85e-1","9.71e-3"
"GOTERM_BP_DIRECT","endochondral ossification","0.62%","5","760","34","19478","4.20e-2","9.94e-1","3.77","1.00e+0","9.85e-1","9.71e-3"
"UP_KW_MOLECULAR_FUNCTION","Hydrolase","11.06%","89","474","1868","11952","4.23e-2","6.49e-1","1.20","9.81e-1","6.49e-1","3.41e-2"
"SMART","Sm","0.50%","4","424","20","10706","4.24e-2","1.00e+0","5.05","1.00e+0","1.00e+0","7.09e-3"
"GOTERM_CC_DIRECT","tight junction","0.62%","5","791","35","20795","4.26e-2","2.78e-1","3.76","1.00e+0","2.52e-1","9.91e-3"
"GOTERM_BP_DIRECT","immune system process","0.99%","8","760","83","19478","4.30e-2","1.00e+0","2.47","1.00e+0","9.91e-1","1.56e-2"
"INTERPRO","Kinesin_motor_dom_sf","0.99%","8","802","84","20808","4.30e-2","1.00e+0","2.47","1.00e+0","9.94e-1","1.56e-2"
"GOTERM_BP_DIRECT","cellular response to hydrogen peroxide","0.87%","7","760","66","19478","4.33e-2","1.00e+0","2.72","1.00e+0","9.91e-1","1.42e-2"
"UP_KW_DISEASE","Osteogenesis imperfecta","0.62%","5","244","27","4859","4.33e-2","4.82e-1","3.69","9.68e-1","4.70e-1","9.97e-3"
"KEGG_PATHWAY","Cysteine and methionine metabolism","0.87%","7","426","52","8534","4.33e-2","2.65e-1","2.70","1.00e+0","2.32e-1","1.41e-2"
"GOTERM_CC_DIRECT","condensin complex","0.37%","3","791","9","20795","4.35e-2","2.78e-1","8.76","1.00e+0","2.52e-1","3.88e-3"
"GOTERM_CC_DIRECT","extrinsic component of postsynaptic membrane","0.37%","3","791","9","20795","4.35e-2","2.78e-1","8.76","1.00e+0","2.52e-1","3.88e-3"
"UP_SEQ_FEATURE","DOMAIN:Nucleoside diphosphate kinase-like","0.37%","3","789","9","20675","4.37e-2","1.00e+0","8.73","1.00e+0","9.98e-1","3.91e-3"
"UP_SEQ_FEATURE","DOMAIN:Thioredoxin 1","0.37%","3","789","9","20675","4.37e-2","1.00e+0","8.73","1.00e+0","9.98e-1","3.91e-3"
"UP_SEQ_FEATURE","REGION:Beta-2","0.37%","3","789","9","20675","4.37e-2","1.00e+0","8.73","1.00e+0","9.98e-1","3.91e-3"
"UP_SEQ_FEATURE","REGION:Beta-1","0.37%","3","789","9","20675","4.37e-2","1.00e+0","8.73","1.00e+0","9.98e-1","3.91e-3"
"UP_SEQ_FEATURE","DOMAIN:Thioredoxin 2","0.37%","3","789","9","20675","4.37e-2","1.00e+0","8.73","1.00e+0","9.98e-1","3.91e-3"
"SMART","C1Q","0.62%","5","424","34","10706","4.37e-2","1.00e+0","3.71","1.00e+0","1.00e+0","1.03e-2"
"KEGG_PATHWAY","Tight junction","1.86%","15","426","170","8534","4.40e-2","2.65e-1","1.77","1.00e+0","2.32e-1","2.26e-2"
"GOTERM_MF_DIRECT","MHC class I protein binding","0.50%","4","776","20","19253","4.45e-2","9.03e-1","4.96","1.00e+0","8.95e-1","7.57e-3"
"GOTERM_CC_DIRECT","apical plasma membrane","2.98%","24","791","414","20795","4.46e-2","2.82e-1","1.52","1.00e+0","2.56e-1","2.79e-2"
"INTERPRO","Pept_cys_AS","0.50%","4","802","21","20808","4.51e-2","1.00e+0","4.94","1.00e+0","9.94e-1","7.76e-3"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","1.99%","16","760","237","19478","4.51e-2","1.00e+0","1.73","1.00e+0","9.91e-1","2.38e-2"
"GOTERM_BP_DIRECT","negative regulation of retinoic acid receptor signaling pathway","0.37%","3","760","9","19478","4.55e-2","1.00e+0","8.54","1.00e+0","9.91e-1","4.17e-3"
"GOTERM_BP_DIRECT","negative regulation of stress-activated MAPK cascade","0.37%","3","760","9","19478","4.55e-2","1.00e+0","8.54","1.00e+0","9.91e-1","4.17e-3"
"GOTERM_BP_DIRECT","response to type I interferon","0.37%","3","760","9","19478","4.55e-2","1.00e+0","8.54","1.00e+0","9.91e-1","4.17e-3"
"GOTERM_BP_DIRECT","response to folic acid","0.37%","3","760","9","19478","4.55e-2","1.00e+0","8.54","1.00e+0","9.91e-1","4.17e-3"
"GOTERM_BP_DIRECT","positive regulation of chromosome condensation","0.37%","3","760","9","19478","4.55e-2","1.00e+0","8.54","1.00e+0","9.91e-1","4.17e-3"
"BIOCARTA","AKAP95 role in mitosis and chromosome dynamics","0.50%","4","114","12","1622","4.56e-2","7.62e-1","4.74","1.00e+0","7.52e-1","7.37e-3"
"GOTERM_BP_DIRECT","protein homotetramerization","0.87%","7","760","67","19478","4.60e-2","1.00e+0","2.68","1.00e+0","9.91e-1","1.53e-2"
"GOTERM_BP_DIRECT","positive regulation of mitotic cell cycle","0.62%","5","760","35","19478","4.61e-2","1.00e+0","3.66","1.00e+0","9.91e-1","1.10e-2"
"KEGG_PATHWAY","Pathogenic Escherichia coli infection","2.11%","17","426","203","8534","4.61e-2","2.72e-1","1.68","1.00e+0","2.39e-1","2.51e-2"
"INTERPRO","AAA+_ATPase","1.37%","11","802","141","20808","4.61e-2","1.00e+0","2.02","1.00e+0","9.94e-1","2.07e-2"
"UP_KW_DOMAIN","Signal","23.23%","187","556","4415","14625","4.62e-2","2.68e-1","1.11","7.46e-1","2.59e-1","4.04e-2"
"UP_SEQ_FEATURE","DOMAIN:C1q","0.62%","5","789","36","20675","4.70e-2","1.00e+0","3.64","1.00e+0","9.98e-1","1.13e-2"
"UP_KW_PTM","Oxidation","0.75%","6","663","43","14316","4.71e-2","1.77e-1","3.01","7.53e-1","1.41e-1","1.36e-2"
"INTERPRO","NAD(P)-bd_dom_sf","1.49%","12","802","161","20808","4.72e-2","1.00e+0","1.93","1.00e+0","9.94e-1","2.22e-2"
"KEGG_PATHWAY","Drug metabolism - other enzymes","1.12%","9","426","81","8534","4.78e-2","2.77e-1","2.23","1.00e+0","2.43e-1","1.91e-2"
"INTERPRO","C1q_dom","0.62%","5","802","36","20808","4.85e-2","1.00e+0","3.60","1.00e+0","9.94e-1","1.18e-2"
"GOTERM_BP_DIRECT","endoplasmic reticulum to Golgi vesicle-mediated transport","1.24%","10","760","122","19478","4.91e-2","1.00e+0","2.10","1.00e+0","9.91e-1","2.11e-2"
"UP_SEQ_FEATURE","DOMAIN:MHC class I-like antigen recognition-like","0.50%","4","789","22","20675","4.96e-2","1.00e+0","4.76","1.00e+0","9.98e-1","8.89e-3"
"GOTERM_BP_DIRECT","response to axon injury","0.62%","5","760","36","19478","5.03e-2","1.00e+0","3.56","1.00e+0","9.91e-1","1.23e-2"
"GOTERM_BP_DIRECT","nucleobase-containing compound metabolic process","0.62%","5","760","36","19478","5.03e-2","1.00e+0","3.56","1.00e+0","9.91e-1","1.23e-2"
"GOTERM_BP_DIRECT","macrophage differentiation","0.62%","5","760","36","19478","5.03e-2","1.00e+0","3.56","1.00e+0","9.91e-1","1.23e-2"
"UP_SEQ_FEATURE","DISULFID:Redox-active","0.75%","6","789","53","20675","5.07e-2","1.00e+0","2.97","1.00e+0","9.98e-1","1.52e-2"
"KEGG_PATHWAY","Bladder cancer","0.75%","6","426","41","8534","5.14e-2","2.93e-1","2.93","1.00e+0","2.57e-1","1.52e-2"
"GOTERM_BP_DIRECT","aerobic respiration","0.87%","7","760","69","19478","5.19e-2","1.00e+0","2.60","1.00e+0","9.91e-1","1.78e-2"
"PIR_SUPERFAMILY","Peptidase_M10A_matrix","0.62%","5","142","20","1941","5.19e-2","1.00e+0","3.42","9.99e-1","1.00e+0","1.23e-2"
"GOTERM_BP_DIRECT","anaphase-promoting complex-dependent catabolic process","0.50%","4","760","22","19478","5.23e-2","1.00e+0","4.66","1.00e+0","9.91e-1","9.60e-3"
"SMART","AAA","1.37%","11","424","141","10706","5.26e-2","1.00e+0","1.97","1.00e+0","1.00e+0","2.42e-2"
"INTERPRO","Cyclin_N","0.62%","5","802","37","20808","5.27e-2","1.00e+0","3.51","1.00e+0","9.94e-1","1.32e-2"
"INTERPRO","TGF-b_C","0.62%","5","802","37","20808","5.27e-2","1.00e+0","3.51","1.00e+0","9.94e-1","1.32e-2"
"GOTERM_CC_DIRECT","proton-transporting V-type ATPase, V0 domain","0.37%","3","791","10","20795","5.30e-2","3.29e-1","7.89","1.00e+0","2.99e-1","5.38e-3"
"GOTERM_CC_DIRECT","vacuolar proton-transporting V-type ATPase, V0 domain","0.37%","3","791","10","20795","5.30e-2","3.29e-1","7.89","1.00e+0","2.99e-1","5.38e-3"
"UP_SEQ_FEATURE","REGION:Alpha-3","0.37%","3","789","10","20675","5.33e-2","1.00e+0","7.86","1.00e+0","9.98e-1","5.43e-3"
"UP_SEQ_FEATURE","MUTAGEN:D->A: Loss of enzyme activity.","0.37%","3","789","10","20675","5.33e-2","1.00e+0","7.86","1.00e+0","9.98e-1","5.43e-3"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion nucleoid","0.50%","4","748","21","18049","5.39e-2","1.48e-1","4.60","9.44e-1","1.05e-1","9.97e-3"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","0.75%","6","496","48","11523","5.40e-2","4.38e-1","2.90","9.99e-1","4.10e-1","1.63e-2"
"INTERPRO","Nucleoside_diP_kinase","0.37%","3","802","10","20808","5.43e-2","1.00e+0","7.78","1.00e+0","9.94e-1","5.59e-3"
"INTERPRO","Pept_asp_AS","0.37%","3","802","10","20808","5.43e-2","1.00e+0","7.78","1.00e+0","9.94e-1","5.59e-3"
"UP_KW_BIOLOGICAL_PROCESS","Melanin biosynthesis","0.37%","3","496","9","11523","5.43e-2","4.38e-1","7.74","9.99e-1","4.10e-1","5.48e-3"
"KEGG_PATHWAY","Fanconi anemia pathway","0.87%","7","426","55","8534","5.45e-2","3.05e-1","2.55","1.00e+0","2.68e-1","1.88e-2"
"UP_SEQ_FEATURE","DOMAIN:CHCH","0.50%","4","789","23","20675","5.54e-2","1.00e+0","4.56","1.00e+0","9.98e-1","1.04e-2"
"UP_SEQ_FEATURE","DOMAIN:SEA","0.50%","4","789","23","20675","5.54e-2","1.00e+0","4.56","1.00e+0","9.98e-1","1.04e-2"
"GOTERM_MF_DIRECT","ubiquitin conjugating enzyme activity","0.62%","5","776","36","19253","5.54e-2","1.00e+0","3.45","1.00e+0","9.92e-1","1.41e-2"
"GOTERM_BP_DIRECT","tetrahydrofolate interconversion","0.37%","3","760","10","19478","5.55e-2","1.00e+0","7.69","1.00e+0","9.91e-1","5.78e-3"
"GOTERM_BP_DIRECT","regulation of adaptive immune response","0.37%","3","760","10","19478","5.55e-2","1.00e+0","7.69","1.00e+0","9.91e-1","5.78e-3"
"GOTERM_CC_DIRECT","adherens junction","1.61%","13","791","188","20795","5.56e-2","3.41e-1","1.82","1.00e+0","3.10e-1","2.79e-2"
"GOTERM_MF_DIRECT","glycosyltransferase activity","0.87%","7","776","68","19253","5.56e-2","1.00e+0","2.55","1.00e+0","9.92e-1","1.94e-2"
"UP_SEQ_FEATURE","CARBOHYD:O-linked (GlcNAc) serine","0.87%","7","789","72","20675","5.64e-2","1.00e+0","2.55","1.00e+0","9.98e-1","1.98e-2"
"INTERPRO","TSPN-like_N","0.50%","4","802","23","20808","5.68e-2","1.00e+0","4.51","1.00e+0","9.94e-1","1.08e-2"
"INTERPRO","LSM_dom_sf","0.50%","4","802","23","20808","5.68e-2","1.00e+0","4.51","1.00e+0","9.94e-1","1.08e-2"
"UP_KW_MOLECULAR_FUNCTION","Cyclin","0.62%","5","474","37","11952","5.72e-2","6.92e-1","3.41","9.96e-1","6.92e-1","1.47e-2"
"INTERPRO","Cyclin-like_dom","0.62%","5","802","38","20808","5.72e-2","1.00e+0","3.41","1.00e+0","9.94e-1","1.47e-2"
"INTERPRO","P-loop_NTPase","5.71%","46","802","917","20808","5.77e-2","1.00e+0","1.30","1.00e+0","9.94e-1","4.18e-2"
"GOTERM_CC_DIRECT","specific granule membrane","0.99%","8","791","91","20795","5.79e-2","3.49e-1","2.31","1.00e+0","3.17e-1","2.25e-2"
"GOTERM_CC_DIRECT","mitochondrial intermembrane space","0.99%","8","791","91","20795","5.79e-2","3.49e-1","2.31","1.00e+0","3.17e-1","2.25e-2"
"GOTERM_BP_DIRECT","protein localization to chromatin","0.50%","4","760","23","19478","5.85e-2","1.00e+0","4.46","1.00e+0","9.91e-1","1.13e-2"
"GOTERM_MF_DIRECT","heparan sulfate binding","0.37%","3","776","10","19253","5.88e-2","1.00e+0","7.44","1.00e+0","9.92e-1","6.33e-3"
"GOTERM_MF_DIRECT","K48-linked polyubiquitin modification-dependent protein binding","0.37%","3","776","10","19253","5.88e-2","1.00e+0","7.44","1.00e+0","9.92e-1","6.33e-3"
"GOTERM_MF_DIRECT","integrin binding","1.49%","12","776","160","19253","5.89e-2","1.00e+0","1.86","1.00e+0","9.92e-1","2.87e-2"
"GOTERM_BP_DIRECT","mitotic G2 DNA damage checkpoint signaling","0.62%","5","760","38","19478","5.93e-2","1.00e+0","3.37","1.00e+0","9.91e-1","1.54e-2"
"GOTERM_BP_DIRECT","positive regulation of T cell mediated cytotoxicity","0.62%","5","760","38","19478","5.93e-2","1.00e+0","3.37","1.00e+0","9.91e-1","1.54e-2"
"GOTERM_BP_DIRECT","regulation of lipid metabolic process","0.62%","5","760","38","19478","5.93e-2","1.00e+0","3.37","1.00e+0","9.91e-1","1.54e-2"
"GOTERM_BP_DIRECT","establishment of mitotic spindle orientation","0.62%","5","760","38","19478","5.93e-2","1.00e+0","3.37","1.00e+0","9.91e-1","1.54e-2"
"SMART","TSPN","0.50%","4","424","23","10706","6.04e-2","1.00e+0","4.39","1.00e+0","1.00e+0","1.18e-2"
"GOTERM_CC_DIRECT","microtubule plus-end","0.50%","4","791","24","20795","6.11e-2","3.65e-1","4.38","1.00e+0","3.32e-1","1.20e-2"
"SMART","CYCLIN","0.62%","5","424","38","10706","6.17e-2","1.00e+0","3.32","1.00e+0","1.00e+0","1.63e-2"
"UP_KW_PTM","Zymogen","2.11%","17","663","227","14316","6.19e-2","2.06e-1","1.62","8.43e-1","1.65e-1","3.51e-2"
"GOTERM_BP_DIRECT","positive regulation of ERK1 and ERK2 cascade","1.74%","14","760","207","19478","6.21e-2","1.00e+0","1.73","1.00e+0","9.91e-1","3.27e-2"
"INTERPRO","SEA_dom","0.50%","4","802","24","20808","6.31e-2","1.00e+0","4.32","1.00e+0","9.94e-1","1.26e-2"
"GOTERM_CC_DIRECT","U6 snRNP","0.37%","3","791","11","20795","6.32e-2","3.73e-1","7.17","1.00e+0","3.39e-1","7.20e-3"
"UP_SEQ_FEATURE","DOMAIN:ADF-H","0.37%","3","789","11","20675","6.35e-2","1.00e+0","7.15","1.00e+0","9.98e-1","7.26e-3"
"GOTERM_CC_DIRECT","microtubule organizing center","0.99%","8","791","93","20795","6.37e-2","3.73e-1","2.26","1.00e+0","3.39e-1","2.53e-2"
"GOTERM_BP_DIRECT","positive regulation of type I interferon production","0.62%","5","760","39","19478","6.42e-2","1.00e+0","3.29","1.00e+0","9.91e-1","1.71e-2"
"INTERPRO","Nucleotide-diphossugar_trans","0.99%","8","802","92","20808","6.43e-2","1.00e+0","2.26","1.00e+0","9.94e-1","2.56e-2"
"INTERPRO","ADF-H","0.37%","3","802","11","20808","6.47e-2","1.00e+0","7.08","1.00e+0","9.94e-1","7.46e-3"
"INTERPRO","NDK-like_dom","0.37%","3","802","11","20808","6.47e-2","1.00e+0","7.08","1.00e+0","9.94e-1","7.46e-3"
"GOTERM_BP_DIRECT","mitochondrial electron transport, cytochrome c to oxygen","0.50%","4","760","24","19478","6.50e-2","1.00e+0","4.27","1.00e+0","9.91e-1","1.31e-2"
"UP_KW_BIOLOGICAL_PROCESS","ER-Golgi transport","1.12%","9","496","100","11523","6.55e-2","4.70e-1","2.09","1.00e+0","4.41e-1","2.81e-2"
"UP_KW_BIOLOGICAL_PROCESS","DNA damage","3.35%","27","496","443","11523","6.56e-2","4.70e-1","1.42","1.00e+0","4.41e-1","4.35e-2"
"GOTERM_BP_DIRECT","glial cell-derived neurotrophic factor receptor signaling pathway","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","protein localization to kinetochore","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","UTP biosynthetic process","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","protein auto-ADP-ribosylation","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","positive regulation of chromosome separation","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","cellular response to hydroxyurea","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","cotranslational protein targeting to membrane","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","response to interferon-beta","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","mammary gland epithelial cell proliferation","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"GOTERM_BP_DIRECT","regulation of interleukin-6 production","0.37%","3","760","11","19478","6.61e-2","1.00e+0","6.99","1.00e+0","9.91e-1","7.72e-3"
"UP_SEQ_FEATURE","CARBOHYD:O-linked (GalNAc...) serine","0.87%","7","789","75","20675","6.62e-2","1.00e+0","2.45","1.00e+0","9.98e-1","2.42e-2"
"GOTERM_BP_DIRECT","positive regulation of epithelial to mesenchymal transition","0.75%","6","760","56","19478","6.64e-2","1.00e+0","2.75","1.00e+0","9.91e-1","2.15e-2"
"GOTERM_CC_DIRECT","respiratory chain complex IV","0.50%","4","791","25","20795","6.76e-2","3.93e-1","4.21","1.00e+0","3.57e-1","1.39e-2"
"SMART","NDK","0.37%","3","424","11","10706","6.77e-2","1.00e+0","6.89","1.00e+0","1.00e+0","8.02e-3"
"SMART","SEA","0.37%","3","424","11","10706","6.77e-2","1.00e+0","6.89","1.00e+0","1.00e+0","8.02e-3"
"SMART","ADF","0.37%","3","424","11","10706","6.77e-2","1.00e+0","6.89","1.00e+0","1.00e+0","8.02e-3"
"UP_SEQ_FEATURE","REPEAT:WD","1.74%","14","789","215","20675","6.87e-2","1.00e+0","1.71","1.00e+0","9.98e-1","3.68e-2"
"GOTERM_CC_DIRECT","chromatin","6.71%","54","791","1133","20795","6.89e-2","3.97e-1","1.25","1.00e+0","3.61e-1","5.28e-2"
"GOTERM_BP_DIRECT","regulation of cytokinesis","0.62%","5","760","40","19478","6.92e-2","1.00e+0","3.20","1.00e+0","9.91e-1","1.90e-2"
"INTERPRO","NT_sf","0.50%","4","802","25","20808","6.97e-2","1.00e+0","4.15","1.00e+0","9.94e-1","1.45e-2"
"UP_KW_BIOLOGICAL_PROCESS","DNA repair","2.86%","23","496","366","11523","6.99e-2","4.74e-1","1.46","1.00e+0","4.45e-1","4.46e-2"
"GOTERM_MF_DIRECT","histone acetyltransferase binding","0.50%","4","776","24","19253","7.02e-2","1.00e+0","4.14","1.00e+0","9.92e-1","1.46e-2"
"GOTERM_MF_DIRECT","protein-disulfide reductase activity","0.50%","4","776","24","19253","7.02e-2","1.00e+0","4.14","1.00e+0","9.92e-1","1.46e-2"
"UP_KW_DISEASE","Neurodegeneration","3.73%","30","244","439","4859","7.04e-2","6.86e-1","1.36","9.97e-1","6.69e-1","4.82e-2"
"INTERPRO","WD40_rpt","2.11%","17","802","277","20808","7.14e-2","1.00e+0","1.59","1.00e+0","9.94e-1","4.05e-2"
"INTERPRO","Thioredoxin-like_sf","1.24%","10","802","133","20808","7.16e-2","1.00e+0","1.95","1.00e+0","9.94e-1","3.32e-2"
"GOTERM_BP_DIRECT","decidualization","0.50%","4","760","25","19478","7.18e-2","1.00e+0","4.10","1.00e+0","9.91e-1","1.51e-2"
"GOTERM_BP_DIRECT","response to cadmium ion","0.50%","4","760","25","19478","7.18e-2","1.00e+0","4.10","1.00e+0","9.91e-1","1.51e-2"
"GOTERM_BP_DIRECT","receptor-mediated endocytosis","0.87%","7","760","75","19478","7.20e-2","1.00e+0","2.39","1.00e+0","9.91e-1","2.69e-2"
"GOTERM_BP_DIRECT","cell adhesion","3.73%","30","760","559","19478","7.25e-2","1.00e+0","1.38","1.00e+0","9.91e-1","4.76e-2"
"KEGG_PATHWAY","Galactose metabolism","0.62%","5","426","32","8534","7.26e-2","3.97e-1","3.13","1.00e+0","3.49e-1","2.00e-2"
"GOTERM_MF_DIRECT","single-stranded DNA binding","1.12%","9","776","109","19253","7.29e-2","1.00e+0","2.05","1.00e+0","9.92e-1","3.20e-2"
"GOTERM_MF_DIRECT","metalloendopeptidase activity","1.12%","9","776","109","19253","7.29e-2","1.00e+0","2.05","1.00e+0","9.92e-1","3.20e-2"
"KEGG_PATHWAY","Amyotrophic lateral sclerosis","3.23%","26","426","371","8534","7.35e-2","3.97e-1","1.40","1.00e+0","3.49e-1","4.97e-2"
"UP_KW_MOLECULAR_FUNCTION","Kinase","4.84%","39","474","754","11952","7.35e-2","6.92e-1","1.30","9.99e-1","6.92e-1","5.28e-2"
"UP_KW_PTM","Methylation","7.45%","60","663","1057","14316","7.38e-2","2.21e-1","1.23","8.92e-1","1.77e-1","5.68e-2"
"GOTERM_CC_DIRECT","iron-sulfur cluster assembly complex","0.37%","3","791","12","20795","7.39e-2","4.07e-1","6.57","1.00e+0","3.70e-1","9.33e-3"
"GOTERM_CC_DIRECT","nuclear lamina","0.37%","3","791","12","20795","7.39e-2","4.07e-1","6.57","1.00e+0","3.70e-1","9.33e-3"
"GOTERM_BP_DIRECT","protein modification process","1.12%","9","760","113","19478","7.42e-2","1.00e+0","2.04","1.00e+0","9.91e-1","3.27e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-II","0.37%","3","789","12","20675","7.44e-2","1.00e+0","6.55","1.00e+0","9.98e-1","9.41e-3"
"UP_SEQ_FEATURE","DOMAIN:Peptidase C1A papain C-terminal","0.37%","3","789","12","20675","7.44e-2","1.00e+0","6.55","1.00e+0","9.98e-1","9.41e-3"
"UP_SEQ_FEATURE","ZN_FING:TRAF-type","0.37%","3","789","12","20675","7.44e-2","1.00e+0","6.55","1.00e+0","9.98e-1","9.41e-3"
"GOTERM_BP_DIRECT","response to ionizing radiation","0.62%","5","760","41","19478","7.44e-2","1.00e+0","3.13","1.00e+0","9.91e-1","2.09e-2"
"GOTERM_BP_DIRECT","skin development","0.62%","5","760","41","19478","7.44e-2","1.00e+0","3.13","1.00e+0","9.91e-1","2.09e-2"
"GOTERM_BP_DIRECT","fibroblast proliferation","0.62%","5","760","41","19478","7.44e-2","1.00e+0","3.13","1.00e+0","9.91e-1","2.09e-2"
